# timestamp(s) wx wy wz ax ay az
1430533025.310253620 -4.752639365 -0.001699096 -0.558405747 -9.631116288 -2.918480610 3.977940066
1430533025.320253611 -4.737957406 0.486613875 -0.265568203 -10.040503720 -2.822043395 4.597039956
1430533025.330253601 -4.734062118 0.488118665 -0.268059684 -10.069988304 -3.087002907 4.368888520
1430533025.340253592 -4.737682176 0.487243674 -0.268575926 -10.063342260 -3.325991608 4.195223406
1430533025.350253582 -4.736563639 0.488027317 -0.267347270 -10.104412674 -3.556911176 3.965120920
1430533025.360253572 -4.738900273 0.486707834 -0.266731596 -10.125583246 -3.741902186 3.769593761
1430533025.370253563 -4.734945565 0.484197182 -0.270299388 -10.141117635 -3.949875660 3.528054716
1430533025.380253553 -4.736598283 0.487309375 -0.266277739 -10.101835955 -4.161944588 3.243660774
1430533025.390253544 -4.737433289 0.485707594 -0.268616934 -10.106603992 -4.325506249 3.018274204
1430533025.400253534 -4.736029593 0.487350105 -0.267036673 -10.164647276 -4.511035413 2.793829775
1430533025.410253525 -4.735727971 0.486628770 -0.264791216 -10.142839435 -4.645543615 2.476481223
1430533025.420253515 -5.513900052 0.249904508 -0.591474852 -8.215725106 -4.039618980 1.120429360
1430533025.430253506 -5.516203680 0.249024675 -0.589955056 -8.126274483 -4.179128320 0.876999309
1430533025.440253496 -5.515045318 0.250437168 -0.591247915 -8.142286157 -4.242221180 0.573458646
1430533025.450253487 -5.510632334 0.251544902 -0.591016071 -8.107517699 -4.359034112 0.357864445
1430533025.460253477 -5.515474372 0.250134992 -0.594667017 -8.128158410 -4.398935869 0.082643272
1430533025.470253468 -5.515261048 0.249449378 -0.593267064 -8.083459735 -4.466870966 -0.185304606
1430533025.480253458 -5.516460806 0.249730884 -0.590131978 -8.059091216 -4.507240376 -0.480671713
1430533025.490253448 -5.513800822 0.249609539 -0.588693865 -8.019574102 -4.499044829 -0.713281317
1430533025.500253439 -5.513494337 0.251494107 -0.589650787 -7.951696643 -4.486184160 -1.003949789
1430533025.510253429 -5.516317385 0.248462884 -0.592758189 -7.912009349 -4.522601619 -1.296471422
